,DATE,AUTHOR,TEXT,FAVORITE,YEAR,MANUFACTURER,MODEL,LABEL
4269,07/18/2008,sam11241,I drove all the comparable cars in this class and I fell in love with the styling and interior of the civic. The front seats have plenty of leg room and I love the digital speedometer close to the windshield.,"Steering wheel controls, gas mileage, sunroof, spacious (for its size) trunk.",2008,honda,civic,5
6779,01/03/2009,Jennifer,"I think the Altima is a good quality product and you get a lot of car for the money; however, I have some issues with it. Most importantly, the exterior of the car crinkles very easily (per auto body mechanic). I had a plastic empty shopping car 3 inches away from the car. It rolled into my car and made a ding. I hope I never get into an accident! I also had a problem with my TPMS light malfunctioning. Also, there is a terrible blind spot when you back up from parking spaces. My sister-in-law has the same problem with her Altima. It's either the back of the car is too high or it's the fact there isn't a good visual field from inside the car. not enough window. Very dangerous.","6-speed transmission, quiet ride, handling is awesome, great acceleration.",2008,nissan,altima,3
8700,06/18/2008,Bob,"I had owned a 97 Ford Explorer for 8 years and put 250,000 miles on it. I have been looking for a good quality, highly reliable, comfortable SUV and all roads and research led me to purchase an 08 Ford Edge. I had been researching for 6 months, looking at Chevy, Honda, Lincoln, Toyota Highlander, and GMC Acaidia. I decided on the Edge because it met all the requirements of what I wanted in my next vehicle. I average 25 - 30,000 miles a year, so relibility, comfort, interior room and gas mileage were all important factors. I have driven it 4,400 miles now and have been averaging 19.9 miles/gallon overall. Congrats to Ford! I would highly recommend the Edge to anyone looking for a new SUV.","Favorite features are the SYNC, navagation, Sirus radio, power liftgate, vista roof, reclining back seats, back up parking sensors, 20"" wheels, upgraded sound system, comfort of seats and ride.",2008,ford,edge,5
4407,05/09/2008,bafoley,I purchased my first Honda after doing much research on the fuel economy of cars. I bought it new with six miles on it and have had problems with it drifting to the right. I have had it in four times already. First time they did a front end alignment which had failed. It still pulled to the right. Returned that day and they switched tires from rear to front and said it was a radial pull and they put all new tires on it. It continues to drift and now they are telling me it is the road and all Hondas drift to the right. It never pulls left. They also scratched my paint up on the visit with their complimentary wash. Very unhappy!!!,,2008,honda,civic,1
3567,06/02/2009,raindeer,"I have my XTerra now almost 1.5 years, and I never regret buying it. However, I think, the dealership ripped me off a bit. The car is fun to drive, just a bit hard over bumps in the road. I wouldn't recommend it to anyone with back problems. I frequently drive long distances, and It's a bit tough on gas mileage, which is even worse in the city. One tank filling lasts about 360 highway miles. The air condition is o.k., but not great during the hot season in Louisiana. Features, that I miss: The tank is not lockable, and the dealer told me not to buy a lockable tank lid, because this would not seal properly. The antenna can't be pushed in. The sound system is awful.",good ground clearance much storage when the back seat is folded reliable sturdy car,2008,nissan,xterra,3
11930,07/29/2008,buffy72396,"We replace a car for this truck, and so far just love it, we have 5000 miles on it. Looked at the Tacoma but this was a lot more truck for the money. We have the SE pkg and 4 wheel drive. Gives you a very nice ride. Gas mileage was a little low till we put on the Bakflip cover and that improved mileage 25% to 30%. Well worth the money for the cover. Will pay for itself.",,2008,nissan,frontier,4
14508,10/02/2009,Christian,"I've had my Cobalt a little over a year now, its a fun little car, but ii was expecting more from it. I added new rims/tires and a new exhaust because the appearance was somewhat plain. The inside looks really cheap, Chevy needs a major upgrade on the interior. I have yet to see the mileage Chevy says it gets, a little frustrating. I'd say its a good beginner car, but not really able to compete with other cars in the same category, it just falls short.","I love the back end of the car, very eye catching, and the gauges are nice.",2008,chevrolet,cobalt,2
8904,04/29/2008,deborah mcburnie,"Just bought this car in April...love it!!! Great price, style, and comfort what better car to buy for your money. I think everyone should own one!!",,2008,hyundai,elantra,5
6491,07/11/2008,Dan_Arlington,"The Aura is a very comfortable vehicle. My previous car has a 2006 Honda Accord. The Aura is mor comfortable, quieter, and gets the same gas mileage. For the money I think it is a better car than the Honda Accord.",,2008,saturn,aura,5
15715,12/02/2006,Mary,"I don't spend a lot of time on the road, but when I drive, I love to drive this SUV. It handles like a car, and is easy to get in and out of tight spaces. Internal cargo space is good, with enough seating flexibility to carry larger items. It gets good mileage, and has enough power under the hood for all driving needs.The seating area is flexible and comfortable. Over all, I am extremely satisfied with my Honda CR-V, and I know I will get years of reliable performance from it.","There are a lot of terrific features, but I like the additional beverage holder in the door. It allows the driver and passengers extra space for additional items, such as a tissue dispenser. It's just handy to have.",2007,honda,cr-v,5
20947,07/29/2007,Fastunlimited,"We have owned everything from Porches, BMWs, Mercedes, and Corvettes and this is by far the best car. The combination of power and luxury is unbeatable. The looks of this car are stunning with the AMG package. Not to mention a hand-built engine that is to die for. The price for this car is a little on the high side for the market but in comparison to the M6, it is an overall better car. Highly recommend for any high performance car enthusiast, it will be a nice treat.",Luxuriousness as well as the feeling of cruising comfortably while at high speed. Power.,2007,mercedes-benz,clk-class,5
7684,05/22/2008,irongod21,I love love love my ridge. A solid frame and body construction can you say stronger than yours the avalanche doesn't compare I've driven both and that Honda is the better I've only got 300 mi on mine and I'm getting 14.7 mpg in town that beats out most trucks after the break in period I love the exterior looks and it is extremely comfortable I bought the bottom of the line to save $$$ how many trucks out there have all the engineering and safety features on the bottom trim level that they have on the top Honda,"It's a truck that drives like an Accord, you can program all the doors to unlock with PARK. Its a HONDA",2008,honda,ridgeline,5
5649,10/11/2007,SteveS,"Quality and craftmanship are the norms in this new 2008 E Class. Bluetooth should standard, rather than being required to purchase a connection module. Upgrading to P2 package well worth the investment. Handles exceptionally at high speeds, as well as cornering. The sport model is also a plus. Pick up and performance is excellent.","GPS, brakes, sport wheels and styling, pick up, smooth ride.",2008,mercedes-benz,e-class,5
20019,10/29/2006,igioman,"This car, so far, has impressed us with the acceleration, comfort and overall good looks. We got rid of a SUV, and this is a great alternative. In Southern Italy where we live, it isn't uncommon for people to drive quite fast(80-100 MPH/130-160 KPH) yet this car keeps up with them all. The styling is top notch and is the best in it's class. We bought the V50 2.4, Grey metallic with dark beige interior premium sound with 12 speakers. Wow!!. Awesome! We have 3 daughters ages 13, 6 and 1 year and they all fit well even with a car seat.We looked at several other Euro wagons and this Volvo tops them all.","Body styling, acceleration for a 5 cyl and Premium sound system. Sporty ride and response.",2007,volvo,v50,5
